,file,xmin,ymin,xmax,ymax,confidence,class
118,img5303.jpg,657,512,873,740,0.93,0
119,img5303.jpg,807,116,1200,641,0.93,2
120,img5303.jpg,807,509,1200,620,0.73,2
121,img8714.jpg,526,260,640,503,0.95,2
122,img8714.jpg,506,493,588,596,0.89,0
123,img3138.jpg,308,340,430,903,0.95,2
124,img3138.jpg,325,217,461,345,0.93,6
125,img3138.jpg,286,875,428,1021,0.92,0
126,img9649.jpg,662,175,893,480,0.96,2
127,img9649.jpg,656,480,765,561,0.92,0
128,img9649.jpg,633,100,718,193,0.91,6
129,img9649.jpg,759,134,803,169,0.83,4
130,img4221.jpg,517,300,596,535,0.95,2
131,img4221.jpg,494,536,579,600,0.93,0
132,img4221.jpg,505,231,563,307,0.91,6
133,img4221.jpg,657,248,702,319,0.87,4
134,img7680.jpg,221,277,343,566,0.96,2
135,img7680.jpg,179,199,303,277,0.92,6
136,img7680.jpg,243,556,329,652,0.91,0
137,img7680.jpg,475,221,526,348,0.85,4
138,img8984.jpg,310,299,571,428,0.94,2
139,img8984.jpg,560,236,632,319,0.93,6
140,img8984.jpg,301,417,332,441,0.71,1
141,img710.jpg,245,331,366,501,0.96,2
142,img710.jpg,243,497,298,568,0.94,0
143,img710.jpg,306,307,357,334,0.88,6
144,img8332.jpg,284,160,503,491,0.97,2
145,img8332.jpg,237,42,380,166,0.91,6
146,img8332.jpg,361,474,436,568,0.88,0
147,img4624.jpg,404,476,934,744,0.96,2
148,img4624.jpg,276,670,424,826,0.94,6
149,img4624.jpg,916,550,1022,657,0.9,0
150,img4624.jpg,234,414,400,488,0.84,4
151,img858.jpg,527,256,597,507,0.94,2
152,img858.jpg,500,185,558,258,0.91,6
153,img858.jpg,575,504,633,585,0.9,0
154,img858.jpg,639,238,669,271,0.76,4
155,img3703.jpg,223,345,521,771,0.96,2
156,img3703.jpg,144,247,273,368,0.94,6
157,img3703.jpg,495,757,604,847,0.91,0
158,img174.jpg,484,93,667,324,0.94,6
159,img174.jpg,523,317,595,757,0.93,2
160,img174.jpg,499,737,617,896,0.93,0
161,img174.jpg,1072,214,1199,549,0.86,4
162,img174.jpg,1069,471,1135,550,0.8,4
163,img3884.jpg,501,108,601,307,0.95,2
164,img3884.jpg,496,64,553,110,0.9,6
165,img3884.jpg,474,283,524,343,0.87,0
166,img8543.jpg,594,421,676,500,0.92,0
167,img8543.jpg,171,457,227,554,0.91,6
168,img8543.jpg,217,447,609,514,0.9,2
169,tpt_img362.jpg,235,147,362,485,0.96,2
170,tpt_img362.jpg,180,58,285,157,0.94,6
171,tpt_img362.jpg,308,470,393,559,0.91,0
172,tpt_img362.jpg,358,58,378,91,0.86,4
173,tpt_img878.jpg,243,228,349,496,0.96,2
174,tpt_img878.jpg,238,117,314,231,0.92,6
175,tpt_img878.jpg,384,162,411,264,0.88,4
176,tpt_img878.jpg,267,466,334,551,0.83,0
177,img3935.jpg,427,295,705,694,0.96,2
178,img3935.jpg,412,685,540,825,0.94,0
179,img3935.jpg,391,207,509,298,0.93,6
180,img3935.jpg,769,344,802,391,0.79,4
181,img1047.jpg,563,248,715,660,0.96,2
182,img1047.jpg,592,657,709,769,0.93,0
183,img1047.jpg,519,152,636,253,0.92,6
184,img1047.jpg,756,137,792,307,0.89,4
185,img3103.jpg,472,254,885,674,0.97,2
186,img3103.jpg,803,107,967,286,0.94,6
187,img3103.jpg,389,657,533,880,0.9,0
188,img3103.jpg,1129,298,1196,406,0.86,4
189,img7782.jpg,341,249,836,696,0.98,2
190,img7782.jpg,762,108,945,298,0.92,6
191,img7782.jpg,213,665,385,798,0.91,0
192,img588.jpg,449,47,833,418,0.97,2
193,img588.jpg,335,83,450,187,0.95,6
194,img588.jpg,335,0,472,32,0.78,4
195,img3482.jpg,514,114,658,496,0.96,2
196,img3482.jpg,522,60,567,116,0.9,6
197,img3482.jpg,470,483,521,541,0.89,0
198,img3482.jpg,611,80,641,117,0.84,4
199,img1448.jpg,28,266,466,541,0.97,2
200,img1448.jpg,370,212,475,266,0.93,6
201,img1448.jpg,429,536,549,608,0.91,0
202,img1448.jpg,524,241,584,276,0.87,4
203,img7768.jpg,469,85,637,643,0.95,2
204,img7768.jpg,545,15,618,99,0.93,6
205,img7768.jpg,635,586,740,644,0.91,0
206,img7768.jpg,687,43,744,88,0.84,4
207,img7768.jpg,468,534,638,643,0.84,2
208,img7768.jpg,487,84,595,416,0.77,2
209,img5932.jpg,64,206,358,430,0.96,6
210,img5932.jpg,353,287,873,414,0.95,2
211,img5932.jpg,835,365,1020,545,0.92,0
212,img6322.jpg,458,518,873,656,0.92,2
213,img6322.jpg,403,614,475,704,0.92,6
214,img6322.jpg,851,454,920,544,0.88,0
215,img4009.jpg,547,336,718,586,0.96,2
216,img4009.jpg,618,224,768,339,0.93,6
217,img4009.jpg,509,563,639,731,0.93,0
218,img6865.jpg,415,45,585,233,0.94,6
219,img6865.jpg,270,583,366,773,0.92,0
220,img3192.jpg,58,280,115,356,0.91,0
221,img3192.jpg,427,0,575,119,0.91,6
222,img3192.jpg,19,103,466,700,0.89,2
223,img3192.jpg,529,130,567,162,0.82,4
224,img3192.jpg,89,108,457,291,0.74,2
225,img2996.jpg,398,93,582,445,0.96,2
226,img2996.jpg,527,23,611,96,0.94,6
227,img2996.jpg,454,433,523,525,0.92,0
228,tpt_img12.jpg,229,235,678,522,0.96,2
229,tpt_img12.jpg,163,140,351,235,0.93,6
230,tpt_img12.jpg,402,519,630,624,0.92,0
231,tpt_img12.jpg,505,223,599,263,0.9,4
232,img1771.jpg,625,235,737,682,0.96,2
233,img1771.jpg,607,671,719,786,0.93,0
234,img1771.jpg,678,143,762,239,0.93,6
235,img1771.jpg,884,185,918,249,0.83,4
236,img1771.jpg,1136,144,1196,228,0.77,4
237,img6813.jpg,367,445,719,646,0.96,2
238,img6813.jpg,267,402,388,494,0.92,6
239,img6813.jpg,717,473,852,567,0.92,0
240,img6813.jpg,334,310,404,360,0.77,4
241,img7506.jpg,291,475,931,643,0.95,2
242,img7506.jpg,112,520,313,739,0.89,6
243,img7506.jpg,903,397,1004,538,0.89,0
244,img7506.jpg,174,384,228,424,0.8,4
245,img1162.jpg,146,271,676,618,0.97,2
246,img1162.jpg,81,215,192,287,0.92,6
247,img1162.jpg,395,602,519,699,0.91,0
248,img6471.jpg,330,312,563,508,0.96,2
249,img6471.jpg,338,270,425,313,0.94,6
250,img6471.jpg,324,501,408,572,0.93,0
251,img1830.jpg,0,144,493,380,0.96,2
252,img1830.jpg,394,19,585,158,0.95,6
253,img1830.jpg,305,354,391,438,0.89,0
254,img8194.jpg,163,187,671,476,0.96,2
255,img8194.jpg,555,35,700,208,0.94,6
256,img8194.jpg,167,465,233,543,0.9,0
257,tpt_img190.jpg,269,142,336,278,0.97,2
258,tpt_img190.jpg,259,95,290,143,0.92,6
259,tpt_img190.jpg,280,268,321,303,0.89,0
260,tpt_img190.jpg,309,93,328,148,0.84,4
261,img3809.jpg,709,317,834,421,0.94,0
262,img3809.jpg,180,338,305,436,0.93,6
263,img3809.jpg,287,367,718,404,0.89,2
264,img3809.jpg,199,163,267,223,0.89,4
265,img2462.jpg,331,140,551,495,0.97,2
266,img2462.jpg,357,28,468,143,0.93,6
267,img2462.jpg,322,488,421,590,0.92,0
268,img5321.jpg,383,159,651,630,0.97,2
269,img5321.jpg,592,70,689,162,0.91,6
270,img5321.jpg,548,627,612,712,0.89,0
271,img5321.jpg,786,77,843,179,0.83,4
272,img5321.jpg,1111,156,1199,261,0.78,4
273,img861.jpg,120,153,472,588,0.98,2
274,img861.jpg,392,40,542,163,0.94,6
275,img861.jpg,295,512,424,616,0.93,0
276,img861.jpg,618,153,663,200,0.86,4
277,img9941.jpg,328,292,882,513,0.96,2
278,img9941.jpg,253,416,333,553,0.93,6
279,img9941.jpg,864,376,991,509,0.91,0
280,img6023.jpg,278,239,457,851,0.97,2
281,img6023.jpg,279,835,383,986,0.94,0
282,img6023.jpg,273,52,445,241,0.91,6
283,img6023.jpg,571,33,652,250,0.86,4
284,img9579.jpg,576,399,635,854,0.92,2
285,img9579.jpg,565,852,680,962,0.92,0
286,img9579.jpg,539,295,637,412,0.92,6
287,img9579.jpg,805,293,872,352,0.91,4
288,img1541.jpg,272,197,319,269,0.92,0
289,img1541.jpg,281,20,304,206,0.91,3
290,img1541.jpg,254,0,334,23,0.87,6
291,img7770.jpg,249,969,421,1185,0.95,6
292,img7770.jpg,174,99,339,268,0.94,0
293,img7770.jpg,95,1133,185,1198,0.9,4
294,img7770.jpg,263,250,345,978,0.87,2
295,img6648.jpg,298,127,405,401,0.96,2
296,img6648.jpg,311,74,374,130,0.93,6
297,img6648.jpg,289,399,332,460,0.92,0
298,img6648.jpg,626,103,669,173,0.88,4
299,img6648.jpg,435,125,470,168,0.88,4
300,img5343.jpg,246,289,429,557,0.97,2
301,img5343.jpg,356,222,460,290,0.92,6
302,img5343.jpg,366,548,470,632,0.89,0
303,img7422.jpg,202,244,479,525,0.98,2
304,img7422.jpg,284,127,423,247,0.95,6
305,img7422.jpg,427,501,545,602,0.94,0
306,img132.jpg,315,494,568,940,0.97,2
307,img132.jpg,301,930,424,1065,0.93,0
308,img132.jpg,364,358,487,492,0.92,6
309,img132.jpg,559,359,610,521,0.79,4
310,img4965.jpg,272,732,391,905,0.93,0
311,img4965.jpg,262,265,404,404,0.91,6
312,img4965.jpg,311,400,349,741,0.9,2
313,img5861.jpg,258,443,835,637,0.95,2
314,img5861.jpg,180,459,285,555,0.94,6
315,img5861.jpg,826,510,935,648,0.93,0
316,img5861.jpg,177,346,274,399,0.89,4
317,img7407.jpg,203,232,510,598,0.98,2
318,img7407.jpg,441,153,553,232,0.91,6
319,img7407.jpg,176,592,301,698,0.9,0
320,img9440.jpg,515,224,625,521,0.96,2
321,img9440.jpg,554,115,669,227,0.93,6
322,img9440.jpg,492,506,562,617,0.92,0
323,img9440.jpg,907,244,929,270,0.7,4
324,img8576.jpg,231,149,300,394,0.94,2
325,img8576.jpg,279,380,360,479,0.92,0
326,img8576.jpg,175,46,261,167,0.9,6
327,img8576.jpg,394,0,434,141,0.72,4
328,img8576.jpg,412,71,433,140,0.71,4
329,img3864.jpg,421,108,772,467,0.97,2
330,img3864.jpg,291,198,424,331,0.95,6
331,img3864.jpg,774,327,911,470,0.93,0
332,img3864.jpg,421,23,478,48,0.78,4
333,img4394.jpg,476,335,892,678,0.95,2
334,img4394.jpg,866,222,1015,365,0.92,0
335,img4394.jpg,376,506,521,644,0.91,6
336,img7261.jpg,450,347,652,553,0.94,6
337,img7261.jpg,667,475,797,592,0.91,4
338,img7261.jpg,322,0,748,590,0.79,2
339,img9218.jpg,198,150,462,562,0.97,2
340,img9218.jpg,266,541,440,677,0.94,0
341,img9218.jpg,381,106,485,181,0.9,6
342,img9218.jpg,533,41,700,109,0.81,2
343,img6299.jpg,294,184,509,555,0.97,2
344,img6299.jpg,299,89,412,186,0.93,6
345,img6299.jpg,290,551,353,646,0.91,0
346,img6299.jpg,529,114,623,176,0.89,4
347,img9910.jpg,189,150,417,699,0.96,2
348,img9910.jpg,227,656,426,866,0.93,0
349,img9910.jpg,502,188,561,252,0.89,4
350,img9910.jpg,295,73,403,185,0.82,6
351,img10016.jpg,164,212,389,443,0.97,2
352,img10016.jpg,298,437,413,521,0.9,0
353,img10016.jpg,291,182,406,214,0.86,7
354,img3633.jpg,619,211,691,708,0.95,2
355,img3633.jpg,594,112,682,222,0.93,6
356,img3633.jpg,643,700,745,809,0.91,0
357,img3633.jpg,791,168,834,242,0.81,4
358,img2398.jpg,777,1032,975,2787,0.92,2
359,img2398.jpg,637,657,1004,1028,0.91,6
360,img2398.jpg,764,2745,1143,3044,0.89,0
361,img2398.jpg,1024,969,1116,1080,0.82,4
362,img917.jpg,600,236,777,623,0.96,2
363,img917.jpg,570,612,719,771,0.93,0
364,img917.jpg,713,92,847,242,0.92,6
365,img917.jpg,1106,124,1196,352,0.89,4
366,img6076.jpg,318,269,526,489,0.97,2
367,img6076.jpg,311,486,379,561,0.92,0
368,img6076.jpg,301,209,374,271,0.89,6
369,img7058.jpg,362,589,757,1132,0.97,2
370,img7058.jpg,684,440,834,598,0.94,6
371,img7058.jpg,390,1124,500,1362,0.93,0
372,img141.jpg,383,487,705,733,0.95,2
373,img141.jpg,322,691,423,811,0.93,6
374,img141.jpg,676,374,764,521,0.91,0
375,img1380.jpg,505,195,634,730,0.96,2
376,img1380.jpg,514,49,669,204,0.92,6
377,img1380.jpg,456,719,587,865,0.91,0
378,img1380.jpg,945,140,970,163,0.71,4
379,img2570.jpg,598,228,766,662,0.96,2
380,img2570.jpg,694,137,786,241,0.92,6
381,img2570.jpg,693,662,780,787,0.92,0
382,img9552.jpg,493,417,849,529,0.94,2
383,img9552.jpg,383,397,490,489,0.92,0
384,img9552.jpg,846,436,894,519,0.91,6
385,img9386.jpg,178,162,394,253,0.93,2
386,img9386.jpg,152,245,215,317,0.92,0
387,img4157.jpg,422,178,697,476,0.95,6
388,img4157.jpg,0,413,524,692,0.94,2
389,img4157.jpg,859,637,930,762,0.89,4
390,img5571.jpg,227,361,928,561,0.96,2
391,img5571.jpg,81,378,245,533,0.95,6
392,img5571.jpg,917,433,1054,578,0.91,0
393,img5571.jpg,119,85,213,180,0.85,4
394,tpt_img165.jpg,482,413,698,696,0.96,2
395,tpt_img165.jpg,369,341,515,455,0.95,6
396,img5140.jpg,291,236,445,484,0.95,2
397,img5140.jpg,289,478,377,561,0.92,0
398,img5140.jpg,273,178,347,238,0.92,6
399,img5893.jpg,359,161,601,438,0.97,2
400,img5893.jpg,360,435,490,542,0.91,0
401,img864.jpg,165,569,337,699,0.95,0
402,img864.jpg,202,166,256,582,0.94,2
403,img864.jpg,152,53,295,181,0.93,6
404,img864.jpg,444,76,514,143,0.91,4
405,img5401.jpg,542,329,761,543,0.94,2
406,img5401.jpg,504,519,633,637,0.91,0
407,img5401.jpg,1096,477,1196,582,0.86,4
408,img67.jpg,289,90,430,322,0.95,2
409,img67.jpg,314,46,369,94,0.9,6
410,img67.jpg,231,293,290,335,0.85,0
411,img9533.jpg,247,468,935,610,0.95,2
412,img9533.jpg,84,405,257,550,0.94,6
413,img9533.jpg,924,527,1111,636,0.93,0
414,img9533.jpg,98,92,281,185,0.76,4
415,img4681.jpg,330,148,473,485,0.97,2
416,img4681.jpg,440,484,510,573,0.94,0
417,img4681.jpg,300,71,377,153,0.92,6
418,img4681.jpg,513,100,551,137,0.79,4
419,img4681.jpg,506,56,551,139,0.71,4
420,img8810.jpg,336,124,599,686,0.94,2
421,img8810.jpg,273,0,446,137,0.88,6
422,img8810.jpg,384,650,524,790,0.73,0
423,img2023.jpg,658,1,806,561,0.94,2
424,img2023.jpg,570,498,786,684,0.92,0
425,img3579.jpg,251,223,879,487,0.97,2
426,img3579.jpg,63,281,268,450,0.94,6
427,img3579.jpg,868,327,993,460,0.87,0
428,img3579.jpg,12,1,239,55,0.85,4
429,img1476.jpg,146,161,331,406,0.93,2
430,img1476.jpg,282,357,368,504,0.92,0
431,img1476.jpg,78,228,163,372,0.89,6
432,img7642.jpg,582,170,773,380,0.95,6
433,img7642.jpg,515,361,695,897,0.95,2
434,img7642.jpg,872,270,960,345,0.89,4
435,img484.jpg,394,275,755,491,0.96,2
436,img484.jpg,274,242,401,348,0.93,6
437,img484.jpg,756,376,932,512,0.91,0
438,img484.jpg,307,74,374,151,0.88,4
439,tpt_img692.jpg,213,204,301,337,0.95,2
440,tpt_img692.jpg,270,164,327,210,0.92,6
441,tpt_img692.jpg,196,332,248,378,0.92,0
442,img9762.jpg,228,175,416,452,0.97,2
443,img9762.jpg,169,108,285,181,0.93,6
444,img9762.jpg,333,446,409,522,0.9,0
445,img9762.jpg,461,142,487,217,0.86,4
446,img2235.jpg,629,463,770,928,0.96,2
447,img2235.jpg,606,396,674,475,0.92,6
448,img2235.jpg,556,871,638,969,0.88,0
449,img2235.jpg,801,420,862,478,0.86,4
450,img6468.jpg,620,189,818,610,0.96,2
451,img6468.jpg,756,76,869,196,0.93,6
452,img6468.jpg,589,587,717,736,0.93,0
453,img6468.jpg,960,120,994,242,0.82,4
454,img6334.jpg,492,222,614,528,0.96,2
455,img6334.jpg,466,527,562,614,0.93,0
456,img6334.jpg,503,141,578,232,0.92,6
457,img6334.jpg,668,148,714,206,0.89,4
458,tpt_img224.jpg,278,235,346,358,0.89,2
459,tpt_img224.jpg,332,346,384,386,0.84,0
460,tpt_img224.jpg,257,213,294,248,0.82,6
461,img1173.jpg,274,233,699,572,0.97,2
462,img1173.jpg,688,362,839,504,0.93,6
463,img1173.jpg,137,197,303,356,0.92,0
464,img1173.jpg,628,612,696,649,0.86,4
465,img3790.jpg,558,0,852,605,0.9,2
466,img3790.jpg,974,0,1136,89,0.74,4
467,img8468.jpg,273,19,393,124,0.93,6
468,img8468.jpg,331,126,391,492,0.92,2
469,img8468.jpg,354,481,447,584,0.92,0
470,img8468.jpg,499,88,532,144,0.75,4
471,img6081.jpg,156,333,526,814,0.97,2
472,img6081.jpg,389,118,596,337,0.93,6
473,img6081.jpg,460,801,575,978,0.92,0
474,img6081.jpg,857,145,900,405,0.82,4
475,img5477.jpg,570,281,709,436,0.94,6
476,img5477.jpg,69,285,260,421,0.94,0
477,img5477.jpg,243,301,570,429,0.91,2
478,img7516.jpg,577,421,978,896,0.96,2
479,img7516.jpg,707,213,1002,430,0.96,6
480,img2391.jpg,221,285,536,948,0.97,2
481,img2391.jpg,143,153,279,302,0.91,6
482,img2391.jpg,438,936,524,1024,0.9,0
483,img7941.jpg,419,207,608,471,0.97,2
484,img7941.jpg,510,461,640,567,0.92,0
485,img7941.jpg,371,88,518,209,0.91,6
486,img7019.jpg,550,162,911,627,0.97,2
487,img7019.jpg,553,520,703,652,0.94,0
488,img7019.jpg,627,26,794,169,0.93,6
489,img4366.jpg,310,264,416,614,0.96,2
490,img4366.jpg,286,197,353,268,0.92,6
491,img4366.jpg,313,574,374,630,0.79,0
492,img1261.jpg,283,145,415,531,0.96,2
493,img1261.jpg,265,65,322,149,0.93,6
494,img1261.jpg,276,532,353,623,0.9,0
495,img1261.jpg,414,77,447,131,0.85,4
496,img3207.jpg,525,375,783,673,0.97,2
497,img3207.jpg,706,258,802,391,0.95,6
498,img3207.jpg,482,667,602,766,0.93,0
499,img4099.jpg,476,327,570,573,0.96,2
500,img4099.jpg,464,259,526,328,0.94,6
501,img4099.jpg,537,382,596,455,0.91,0
502,tpt_img195.jpg,335,345,415,695,0.95,2
503,tpt_img195.jpg,527,265,577,413,0.91,4
504,tpt_img195.jpg,357,187,490,357,0.9,6
505,img1137.jpg,112,208,222,595,0.95,2
506,img1137.jpg,166,132,257,218,0.94,6
507,img1137.jpg,90,594,227,693,0.91,0
508,img1137.jpg,598,90,665,176,0.77,4
509,img1137.jpg,316,145,364,233,0.76,4
510,img1137.jpg,315,191,360,232,0.76,4
511,img3944.jpg,615,270,987,574,0.91,0
512,img3944.jpg,675,0,978,275,0.84,2
513,img7361.jpg,395,134,451,203,0.91,6
514,img7361.jpg,408,200,495,475,0.9,2
515,img7361.jpg,407,198,632,546,0.86,2
516,img7361.jpg,566,189,602,235,0.79,4
517,img1406.jpg,627,346,725,430,0.94,0
518,img1406.jpg,296,302,394,379,0.94,6
519,img1406.jpg,385,340,629,400,0.92,2
520,img1406.jpg,366,179,419,202,0.78,4
521,img5611.jpg,610,37,728,208,0.95,6
522,img5611.jpg,554,203,686,641,0.95,2
523,img5611.jpg,539,624,655,744,0.91,0
524,img5611.jpg,859,192,901,268,0.9,4
525,tpt_img106.jpg,280,161,403,582,0.96,2
526,tpt_img106.jpg,229,530,301,651,0.93,0
527,tpt_img106.jpg,311,88,368,166,0.9,6
528,tpt_img106.jpg,463,130,481,182,0.88,4
529,tpt_img106.jpg,565,163,596,261,0.83,4
530,img5664.jpg,153,424,226,505,0.93,6
531,img5664.jpg,220,448,645,501,0.92,2
532,img5664.jpg,637,450,728,523,0.89,0
533,img6301.jpg,261,177,851,522,0.97,2
534,img6301.jpg,125,272,271,406,0.93,6
535,img6301.jpg,842,323,1043,532,0.92,0
536,img4982.jpg,968,1004,1707,2951,0.97,2
537,img4982.jpg,867,762,1158,1040,0.93,6
538,img4982.jpg,423,686,609,836,0.93,4
539,img4982.jpg,1547,2955,1782,3308,0.9,0
540,img3769.jpg,866,306,1030,504,0.95,6
541,img3769.jpg,330,419,897,564,0.94,2
542,img3769.jpg,276,520,436,710,0.89,0
543,tpt_img463.jpg,119,148,332,540,0.97,2
544,tpt_img463.jpg,155,526,286,637,0.94,0
545,tpt_img463.jpg,191,12,341,153,0.92,6
546,tpt_img463.jpg,605,0,657,156,0.75,4
547,img7814.jpg,489,600,2235,3043,0.97,3
548,img7814.jpg,185,1881,541,2356,0.93,1
549,img7814.jpg,1262,171,1631,632,0.84,7
550,img486.jpg,446,312,740,382,0.95,2
551,img486.jpg,364,289,446,373,0.94,6
552,img486.jpg,731,306,863,390,0.92,0
553,img1894.jpg,401,410,642,856,0.97,2
554,img1894.jpg,325,794,436,922,0.91,0
555,img1894.jpg,666,275,741,440,0.85,4
556,img1894.jpg,671,372,718,442,0.78,4
557,img1894.jpg,452,278,575,409,0.78,6
558,img1894.jpg,670,277,746,336,0.71,4
559,img2040.jpg,1644,1520,2128,2492,0.91,2
560,img3565.jpg,450,88,642,593,0.97,2
561,img3565.jpg,496,571,596,677,0.94,0
562,img3565.jpg,415,0,507,99,0.88,6
563,img3641.jpg,234,257,753,438,0.96,2
564,img3641.jpg,118,370,250,499,0.93,6
565,img3641.jpg,749,315,844,403,0.89,0
566,img3641.jpg,185,279,252,319,0.78,4
567,img533.jpg,187,180,413,461,0.97,2
568,img533.jpg,329,80,450,183,0.94,6
569,img533.jpg,173,457,222,526,0.89,0
570,img5256.jpg,470,264,949,531,0.96,2
571,img5256.jpg,352,246,473,367,0.91,6
572,img5256.jpg,899,521,1021,634,0.9,0
